block_number,miner_reward,fee_recipient_eth_diff,miner,fee_recipient,coinbase_transfers,eth_sent_to_fee_recipient,gas_used,gas_price,effective_priority_fee
15758463,99829655529221428,99829655529221428,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,100000000000000,100000000000000,3257104,30649821291,30649821291
15758465,66028813310760810,66028813310760810,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7634075308053477,7634075308053477,16706928,3952181592,3952181592
15758467,62091988167444629,62091988167444629,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6661718256347089,6661718256347089,14591261,4255423034,4255423034
15758469,69150275896424623,69150275896424623,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1390023141764000,1390023141764000,4010909,17240549684,17240549684
15758470,127623818625795161,127623818625795161,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6788604964529467,6788604964529467,16030081,7961520507,7961520507
15758471,19936738427739566,19936738427739566,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7492607755554849,7492607755554849,1044777,19082290697,19082290697
15758473,142013919929247162,142013919929247162,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11806445,12028508152,12028508152
15758475,30911261275456313,30911261275456313,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,622374292779793,622374292779793,8447804,3659088358,3659088358
15758483,18908136000402065,18908136000402065,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10000000000000,10000000000000,7242732,2610635876,2610635876
15758486,81035157388183276,81035157388183276,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,11270175655123751,11270175655123751,24732774,3276428167,3276428167
15758489,305442773164464226,305442773164464226,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,83891335214235573,83891335214235573,20048024,15235555043,15235555043
15758491,22620717616052089,22620717616052089,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,105229217383890,105229217383890,8711246,2596725843,2596725843
15758494,29302278317587398,29302278317587398,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10361317,2828045731,2828045731
15758501,56231111691381506,56231111691381506,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,17398224,3232002972,3232002972
15758504,27550946339738460,27550946339738460,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9946253,2769982458,2769982458
15758505,93806156404718170,93806156404718170,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7270642282875753,7270642282875753,23961390,3914887926,3914887926
15758512,32449141155193414,32449141155193414,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,11782407682353234,11782407682353234,8243229,3936459991,3936459991
15758516,30802129061216749,30802129061216749,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5092568691804685,5092568691804685,2717173,11336094190,11336094190
15758528,53233552188204580,53233552188204580,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19798124,2688818000,2688818000
15758531,75556806814648067,75556806814648067,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7097169342825191,7097169342825191,14515008,5205426467,5205426467
15758543,33337842452952224,33337842452952224,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,377671108625461,377671108625461,11154590,2988710696,2988710696
15758544,43958741239776363,43958741239776363,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,14106809618209410,14106809618209410,7649133,5746891999,5746891999
15758545,15197675941571762,15197675941571762,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5760529,2638243109,2638243109
15758548,8564805034102085,8564805034102085,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,1020340,8394069657,8394069657
15758554,80407242499911584,80407242499911584,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7947170645521958,7947170645521958,27464516,2927677389,2927677389
15758560,42622662907323973,42622662907323973,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1885774388381682,1885774388381682,21199213,2010577605,2010577605
15758563,72880719900838571,72880719900838571,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13229087,5509126964,5509126964
15758566,34025978969354838,34025978969354838,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,604604,56278124143,56278124143
15758569,83830655418759240,83830655418759240,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,26921324185823097,26921324185823097,11420899,7340110040,7340110040
15758572,17394912990930385,17394912990930385,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,836587,20792712522,20792712522
15758575,28432713198561407,28432713198561407,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9487395,2996893583,2996893583
15758582,9028721687958635,9028721687958635,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1618412816504437,1618412816504437,922273,9789641123,9789641123
15758585,42625965140105397,42625965140105397,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1334008166768053,1334008166768053,18991741,2244447475,2244447475
15758590,24881233152278866,24881233152278866,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2709381203892103,2709381203892103,5007042,4969247941,4969247941
15758594,31373694991075012,31373694991075012,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9417626,3331380433,3331380433
15758604,126152170392172640,126152170392172640,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,254808441565156,254808441565156,9826876,12837464357,12837464357
15758615,24770909583261406,24770909583261406,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12742070,1944025545,1944025545
15758616,27757668165785932,27757668165785932,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,22973745228457880,22973745228457880,795799,34880250120,34880250120
15758622,20116286943851295,20116286943851295,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6172287,3259130196,3259130196
15758625,116440438272461608,116440438272461608,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,21484359,5419777163,5419777163
15758626,28545305252961715,28545305252961715,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1187950480050000,1187950480050000,8396255,3399766354,3399766354
15758628,60199690092550354,60199690092550354,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2853895358797820,2853895358797820,1929683,31196673283,31196673283
15758632,15076408396995896,15076408396995896,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,1783598,8452806292,8452806292
15758639,14403455633496887,14403455633496887,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6341266,2271384867,2271384867
15758641,70445425930002469,70445425930002469,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,435180840082633,435180840082633,14457955,4872433613,4872433613
15758642,37052080669656276,37052080669656276,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5513619418800000,5513619418800000,8655679,4280667139,4280667139
15758645,41424505493931910,41424505493931910,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8273464,5006911916,5006911916
15758654,155369687655802356,155369687655802356,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15238608,10195792663,10195792663
15758658,16042807751643610,16042807751643610,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7145603,2245130012,2245130012
15758666,41611121336890813,41611121336890813,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4916070850028987,4916070850028987,15214393,2734983994,2734983994
15758668,29301583610144095,29301583610144095,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2139435527296853,2139435527296853,7369536,3976041858,3976041858
15758669,37442093489280581,37442093489280581,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11369622,3293169596,3293169596
15758676,82178696400761248,82178696400761248,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7840892295577600,7840892295577600,22103991,3717821654,3717821654
15758677,31709856839674089,31709856839674089,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13303485,2383575193,2383575193
15758684,20058483203167379,20058483203167379,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,24060815,833657679,833657679
15758686,28750375774025417,28750375774025417,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10293401376636306,10293401376636306,6765440,4249594375,4249594375
15758689,58875227021941845,58875227021941845,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,14470752868659154,14470752868659154,12189041,4830177125,4830177125
15758699,34649725075739124,34649725075739124,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,650881604969475,650881604969475,15998655,2165789878,2165789878
15758701,27193549293223324,27193549293223324,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8398411,3237939807,3237939807
15758717,10939885027059691,10939885027059691,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,1082263,10108342451,10108342451
15758720,17427664526403770,17427664526403770,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1675295362402170,1675295362402170,1185227,14704073166,14704073166
15758721,25460447432332803,25460447432332803,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,1212743,20994099683,20994099683
15758723,23720039165431110,23720039165431110,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4335081,5471648434,5471648434
15758727,37367954453026733,37367954453026733,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15190241,2459997471,2459997471
15758734,59931806538977634,59931806538977634,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10456606,5731477932,5731477932
15758740,86306445776033901,86306445776033901,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14578898,5919956760,5919956760
15758742,47148324116366985,47148324116366985,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15698690,3003328565,3003328565
15758752,92085958206957962,92085958206957962,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,40930599567047841,40930599567047841,20132864,4573912494,4573912494
15758757,39789991050252808,39789991050252808,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3721924784723211,3721924784723211,14025773,2836919651,2836919651
15758763,22946958514570362,22946958514570362,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,849755288301516,849755288301516,3714506,6177660909,6177660909
15758769,40591099324787979,40591099324787979,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4215185707900000,4215185707900000,16260187,2496348862,2496348862
15758771,65379369729341369,65379369729341369,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8704186,7511256047,7511256047
15758777,50150307020301193,50150307020301193,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14461778,3467782939,3467782939
15758779,52913313149722523,52913313149722523,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4992727,10598078595,10598078595
15758784,53277211455930358,53277211455930358,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,17534849420800000,17534849420800000,8722590,6107957780,6107957780
15758785,11321213768288935,11321213768288935,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,11321213768288935,11321213768288935,293481,38575627615,38575627615
15758786,43045382533016269,43045382533016269,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1001584545630035,1001584545630035,7574306,5683079417,5683079417
15758788,241107522638781685,241107522638781685,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2859143,84328598688,84328598688
15758792,122984872813960584,122984872813960584,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,89290311340134917,89290311340134917,10269233,11976052429,11976052429
15758793,134130525976099684,134130525976099684,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,21912633261593611,21912633261593611,9538490,14062029312,14062029312
15758797,45756300076361170,45756300076361170,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1645144742737488,1645144742737488,10910410,4193820404,4193820404
15758802,42812668478526158,42812668478526158,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5923793071927049,5923793071927049,12972313,3300311091,3300311091
15758803,14338495369438014,14338495369438014,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6559288,2185983504,2185983504
15758810,111356483859068946,111356483859068946,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4157930,26781712019,26781712019
15758829,43457008836142294,43457008836142294,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1357062482800251,1357062482800251,28455507,1527191514,1527191514
15758836,27833286784465640,27833286784465640,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9011670,3088582558,3088582558
15758842,42801670031649722,42801670031649722,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,17988201584582776,17988201584582776,8885576,4816983168,4816983168
15758845,70725567646553262,70725567646553262,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2737943877994634,2737943877994634,5766148,12265652502,12265652502
15758849,28623774563508806,28623774563508806,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,994462452325954,994462452325954,6314527,4533003748,4533003748
15758851,96358930766185474,96358930766185474,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6411503588340838,6411503588340838,18882906,5102971479,5102971479
15758858,23828206966014357,23828206966014357,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9162786,2600541687,2600541687
15758859,16705454414129240,16705454414129240,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8099695,2062479440,2062479440
15758860,25663882218928406,25663882218928406,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,23001348,1115755573,1115755573
15758865,14410101317853839,14410101317853839,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5542048,2600140113,2600140113
15758866,24504798382900770,24504798382900770,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13471598,1818997151,1818997151
15758868,39997365286529765,39997365286529765,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,17041450,2347063500,2347063500
15758871,35458817752526709,35458817752526709,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7234769728908856,7234769728908856,11881451,2984384462,2984384462
15758872,36485313895346295,36485313895346295,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6033989483043639,6033989483043639,7123578,5121768006,5121768006
15758879,37765108056294510,37765108056294510,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,9057578897818020,9057578897818020,9774475,3863645674,3863645674
15758881,35665504597988445,35665504597988445,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2146747054506604,2146747054506604,9759721,3654356983,3654356983
15758885,33634964959359511,33634964959359511,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2725344226049311,2725344226049311,13988721,2404434612,2404434612
15758886,20891118675253393,20891118675253393,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2270764008684798,2270764008684798,8419715,2481214468,2481214468
15758887,12600210856450429,12600210856450429,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5646645,2231450862,2231450862
15758888,4226435898906836,4226435898906836,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,688706,6136778101,6136778101
15758892,58146339674404100,58146339674404100,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3838972370516068,3838972370516068,14299952,4066191248,4066191248
15758894,33185641324894410,33185641324894410,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5769227116710988,5769227116710988,10180456,3259740165,3259740165
15758900,19259377887845865,19259377887845865,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4135843,4656699465,4656699465
15758906,27677860816601135,27677860816601135,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2835425472298203,2835425472298203,6277744,4408886507,4408886507
15758910,35561326016632695,35561326016632695,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8526929,4170472865,4170472865
15758918,42163647195210064,42163647195210064,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,591850000000000,591850000000000,13805454,3054129708,3054129708
15758919,44915100099789394,44915100099789394,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,236683257443781,236683257443781,10479757,4285891371,4285891371
15758921,195965437970143856,195965437970143856,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3611801269318963,3611801269318963,10341826,18948823734,18948823734
15758929,31420730714099012,31420730714099012,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7714109,4073150990,4073150990
15758930,36924688518363626,36924688518363626,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19664242,1877758040,1877758040
15758931,5923359682692600,5923359682692600,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,688680,8601033401,8601033401
15758937,134559549025534046,134559549025534046,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15988511,8416015038,8416015038
15758939,19465665173302632,19465665173302632,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7244922,2686801206,2686801206
15758941,26966694707469925,26966694707469925,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2393547,11266415369,11266415369
15758942,28474205117546488,28474205117546488,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,18278198834677350,18278198834677350,1379391,20642591634,20642591634
15758944,41570653677741156,41570653677741156,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,25482855556831,25482855556831,11790034,3525914656,3525914656
15758945,22672966217699914,22672966217699914,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,895871,25308293512,25308293512
15758948,64568298316128244,64568298316128244,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9113659,7084783215,7084783215
15758954,45638358089226137,45638358089226137,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10562710,4320705395,4320705395
