block_number,miner_reward,fee_recipient_eth_diff,miner,fee_recipient,coinbase_transfers,eth_sent_to_fee_recipient,gas_used,gas_price,effective_priority_fee
15782449,11748737051194870,11748737051194870,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2493835,4711112423,4711112423
15782480,128024061509512669,128024061509512669,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,20001917423218276,20001917423218276,25992076,4925503507,4925503507
15782490,57258409151873834,57258409151873834,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7122664940451404,7122664940451404,16323781,3507668300,3507668300
15782494,116135640548221517,116135640548221517,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,16406570306530482,16406570306530482,16951032,6851243071,6851243071
15782500,35631358877387034,35631358877387034,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1591627091670000,1591627091670000,1578129,22578229585,22578229585
15782501,236994481568252838,236994481568252838,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,174353847601087517,174353847601087517,3280166,72250758519,72250758519
15782504,83627999646002105,83627999646002105,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4511947625779034,4511947625779034,19782253,4227425442,4227425442
15782505,51266293422404045,51266293422404045,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2259382590602134,2259382590602134,6186680,8286559741,8286559741
15782509,786852855788749756,786852855788749756,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,649492472786948537,649492472786948537,3470288,226739929305,226739929305
15782510,329186397032331537,329186397032331537,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,236369221084148625,236369221084148625,18802365,17507712302,17507712302
15782513,187311798745624613,187311798745624613,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,39761132346881317,39761132346881317,9490627,19736504105,19736504105
15782514,58972754973397609,58972754973397609,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9699904,6079725631,6079725631
15782516,692193582354730812,692193582354730812,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,24606643229657990,24606643229657990,24084369,28740366100,28740366100
15782520,184401598960631548,184401598960631548,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19594620,9410828021,9410828021
15782523,40639963865499612,40639963865499612,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6540646,6213448008,6213448008
15782528,54588623849662440,54588623849662440,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1256344925093932,1256344925093932,11683090,4672447430,4672447430
15782533,169312150067317909,169312150067317909,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,34708193900459565,34708193900459565,27973584,6052572672,6052572672
15782541,17979323808530979,17979323808530979,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5721735248047049,5721735248047049,759431,23674729907,23674729907
15782542,39484093497293124,39484093497293124,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,26453706746652670,26453706746652670,2190733,18023234003,18023234003
15782543,42650638757271328,42650638757271328,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10584977,4029355827,4029355827
15782548,43167415638082623,43167415638082623,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1908226053689024,1908226053689024,12342959,3497331202,3497331202
15782551,61268706452016536,61268706452016536,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,915522135990000,915522135990000,17745398,3452653271,3452653271
15782558,131066859405536074,131066859405536074,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,21777785140351246,21777785140351246,13131578,9981044121,9981044121
15782563,249884576883719097,249884576883719097,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13698760365926240,13698760365926240,19413089,12871963698,12871963698
15782574,67384243566039045,67384243566039045,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,19929629376268770,19929629376268770,12622649,5338359924,5338359924
15782581,48366982399550322,48366982399550322,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,18845823233240125,18845823233240125,10183062,4749748395,4749748395
15782585,94075342075517932,94075342075517932,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,37956275351370774,37956275351370774,24798315,3793618319,3793618319
15782590,46197556173582232,46197556173582232,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12498974,3696107870,3696107870
15782595,123678050235847452,123678050235847452,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,12138861797451765,12138861797451765,8574639,14423703462,14423703462
15782606,128236331492759529,128236331492759529,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,9478354536133969,9478354536133969,27183654,4717405963,4717405963
15782607,61141308909356183,61141308909356183,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,29281501995065570,29281501995065570,1787547,34204028710,34204028710
15782610,79250651463244475,79250651463244475,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1682188958836262,1682188958836262,14681573,5397967333,5397967333
15782615,356325738624824040,356325738624824040,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,29400432645557725,29400432645557725,29611062,12033534583,12033534583
15782616,120812601382701781,120812601382701781,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1678138167252063,1678138167252063,23406634,5161468384,5161468384
15782623,45094473272653900,45094473272653900,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11199814,4026359122,4026359122
15782631,151111770390208470,151111770390208470,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,126861532544870790,126861532544870790,10829193,13954111852,13954111852
15782633,18531598888847003,18531598888847003,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5311367,3489045078,3489045078
15782641,59816657414611178,59816657414611178,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,8245838981770580,8245838981770580,13626148,4389843513,4389843513
15782644,48234111092878996,48234111092878996,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3937276228377553,3937276228377553,15950128,3024057931,3024057931
15782650,71301311290992008,71301311290992008,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12667410,5628720574,5628720574
15782652,76282294246271975,76282294246271975,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,683650354672546,683650354672546,8917645,8554085102,8554085102
15782660,31480934599543328,31480934599543328,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,1716805,18336930868,18336930868
15782672,601118299878211263,601118299878211263,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,517251378040444421,517251378040444421,22496489,26720538475,26720538475
15782676,233377951180977440,233377951180977440,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,67500000000000000,67500000000000000,26233233,8896271046,8896271046
15782677,36401613323895933,36401613323895933,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,510085,71363818430,71363818430
15782678,85147202712246194,85147202712246194,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7288630777818937,7288630777818937,15275665,5574042289,5574042289
15782681,36567112289321817,36567112289321817,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4468360444126126,4468360444126126,8940454,4090073310,4090073310
15782683,181025947734942590,181025947734942590,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6650718374575542,6650718374575542,11459770,15796647553,15796647553
15782685,307761423724747101,307761423724747101,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,15012383974424807,15012383974424807,22069067,13945375385,13945375385
15782690,410862101212001785,410862101212001785,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,314776980669306900,314776980669306900,24953517,16465097934,16465097934
15782700,59398245648137275,59398245648137275,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,17502134,3393771619,3393771619
15782702,49890220419387856,49890220419387856,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14875054,3353952222,3353952222
15782703,26910776936028735,26910776936028735,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,269927699236981,269927699236981,8471430,3176651041,3176651041
15782705,67273310426299109,67273310426299109,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1940996274427460,1940996274427460,2684167,25063012259,25063012259
15782710,33906026404624026,33906026404624026,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,11765156906400260,11765156906400260,3211472,10557783597,10557783597
15782712,140550702347182923,140550702347182923,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,837126032460000,837126032460000,3764109,37339700403,37339700403
15782722,50787648199148335,50787648199148335,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6649856925243824,6649856925243824,10813197,4696820764,4696820764
15782727,366440749171575587,366440749171575587,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,35101413448947086,35101413448947086,16742041,21887459788,21887459788
15782735,94405883197974737,94405883197974737,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,625632304243978,625632304243978,16401578,5755902462,5755902462
15782738,86284434375746330,86284434375746330,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,29139512,2961080280,2961080280
15782740,272427686984075406,272427686984075406,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,140889144077944134,140889144077944134,12645316,21543762685,21543762685
15782742,116101096121762904,116101096121762904,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13842551108621456,13842551108621456,14177429,8189150241,8189150241
15782749,132026417178995864,132026417178995864,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10360423190626304,10360423190626304,17602692,7500353762,7500353762
15782750,114084070488501098,114084070488501098,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7552782526251451,7552782526251451,16100842,7085596547,7085596547
15782755,109250210474334198,109250210474334198,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,253442565628254,253442565628254,25285578,4320653080,4320653080
15782765,65170017062264335,65170017062264335,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11808132,5519079314,5519079314
15782772,57576190868691250,57576190868691250,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,14604024879408936,14604024879408936,13650971,4217735930,4217735930
15782779,148947343351257739,148947343351257739,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,276359843740671,276359843740671,13782145,10807268632,10807268632
15782784,57324148392640862,57324148392640862,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1090101770844214,1090101770844214,10372621,5526486352,5526486352
15782789,60013403337595579,60013403337595579,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,424835550936727,424835550936727,14165941,4236457241,4236457241
15782798,78700904654599484,78700904654599484,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,16820474,4678875556,4678875556
15782801,89054773337277237,89054773337277237,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13609520144503254,13609520144503254,15873318,5610343932,5610343932
15782808,108420933378682700,108420933378682700,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,54589691857458481,54589691857458481,14634638,7408514879,7408514879
15782831,43114151555566616,43114151555566616,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6254579560100000,6254579560100000,17980543,2397822554,2397822554
15782840,60545893897654299,60545893897654299,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,32164879370441749,32164879370441749,11995655,5047318708,5047318708
15782843,39676912401884482,39676912401884482,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12727368,3117448352,3117448352
15782844,143286436733920503,143286436733920503,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,47453298091126667,47453298091126667,13558305,10568167387,10568167387
15782848,36001624728663565,36001624728663565,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3306908391423931,3306908391423931,10957229,3285650480,3285650480
15782859,59503117646707371,59503117646707371,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10756112740923644,10756112740923644,9306976,6393388964,6393388964
15782865,31814105032594181,31814105032594181,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10980058,2897444169,2897444169
15782879,75585243482122520,75585243482122520,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7227102,10458582635,10458582635
15782888,42348844221467639,42348844221467639,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1996133272326891,1996133272326891,12983001,3261868671,3261868671
15782893,64041100418414731,64041100418414731,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,19906231876686667,19906231876686667,9493632,6745690207,6745690207
15782894,48013012081205446,48013012081205446,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8703453,5516547522,5516547522
15782897,57948164118339954,57948164118339954,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14307726,4050130965,4050130965
15782898,41330122491982009,41330122491982009,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15222267,2715109549,2715109549
15782899,26415716183083237,26415716183083237,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8349435,3163772899,3163772899
15782902,57067973517400306,57067973517400306,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,23519250097853368,23519250097853368,6388893,8932372715,8932372715
15782904,61893112788287373,61893112788287373,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8996577,6879629084,6879629084
15782905,97895252329624215,97895252329624215,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,616850999989241,616850999989241,12150694,8056762217,8056762217
15782906,83917753561989405,83917753561989405,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13083551,6413989104,6413989104
15782914,64020776649968174,64020776649968174,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13949689484062918,13949689484062918,5058143,12656972460,12656972460
15782916,188740511890508329,188740511890508329,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19167362,9846973824,9846973824
15782924,95973187437813206,95973187437813206,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2955440,32473400724,32473400724
15782928,127570418985620167,127570418985620167,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7135993,17877038134,17877038134
15782934,6277152419479711,6277152419479711,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,96487,65056975753,65056975753
15782939,59563235850839021,59563235850839021,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4506468,13217277000,13217277000
15782943,59511386785686547,59511386785686547,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11572290,5142576515,5142576515
15782945,12602134219006187,12602134219006187,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7566895420370136,7566895420370136,419172,30064351194,30064351194
15782949,74289734622937097,74289734622937097,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7061955881400000,7061955881400000,16760876,4432330065,4432330065
15782952,44363412648497915,44363412648497915,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7605549082165886,7605549082165886,16864667,2630553728,2630553728
15782953,18183550849794816,18183550849794816,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,748149,24304718511,24304718511
15782957,42563026352011339,42563026352011339,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10101955881400000,10101955881400000,14588454,2917583066,2917583066
15782962,94776947091513148,94776947091513148,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,12076284868967844,12076284868967844,28656912,3307297977,3307297977
15782976,94926406195956042,94926406195956042,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,27083627829231,27083627829231,11233178,8450538769,8450538769
15782980,149323287667766104,149323287667766104,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6766064194775986,6766064194775986,18983644,7865891694,7865891694
15782987,136459319369238038,136459319369238038,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2460820000000001,2460820000000001,22377790,6097980156,6097980156
15782993,279129913448944661,279129913448944661,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11204105,24913182574,24913182574
15782995,106751576244148857,106751576244148857,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5158623,20693812330,20693812330
15782996,74512436361098986,74512436361098986,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14145549,5267553515,5267553515
15782999,191054799363884752,191054799363884752,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,20978977,9106964527,9106964527
15783004,20443210714182776,20443210714182776,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,643529160807239,643529160807239,3550860,5757256189,5757256189
15783011,68226289254523788,68226289254523788,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14772499,4618466330,4618466330
15783012,48964713787740316,48964713787740316,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1923017569011950,1923017569011950,478180,102398079776,102398079776
15783017,119858906519839508,119858906519839508,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,76106092652299885,76106092652299885,3695037,32437809559,32437809559
15783024,88357473698679476,88357473698679476,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15171046,5824085807,5824085807
15783025,28861930291142489,28861930291142489,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9823828,2937951508,2937951508
15783029,105810180891292912,105810180891292912,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,17481968,6052532580,6052532580
15783030,54502137187805811,54502137187805811,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,40043777445746,40043777445746,14239045,3827653974,3827653974
15783032,82265209496580553,82265209496580553,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,9550622436278429,9550622436278429,9987854,8236525032,8236525032
15783033,45819787038160938,45819787038160938,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5072111327878770,5072111327878770,8996175,5093252080,5093252080
